ISBN,Book-Title,Book-Author,Year-Of-Publication,Image-URL-L,pagesNumber,Rating
1562613472,Adventures in Nature Alaska,Paul Otteson,1998,http://images.amazon.com/images/P/1562613472.01.LZZZZZZZ.jpg,392,4.0
044040066X,Peanut Butter Pilgrims (Pee Wee Scouts (Paperback)),JUDY DELTON,1988,http://images.amazon.com/images/P/044040066X.01.LZZZZZZZ.jpg,80,3.88
1890208884,Three for a Letter,Mary Reed,2003,http://images.amazon.com/images/P/1890208884.01.LZZZZZZZ.jpg,368,3.71
2070325091,La DÃ?Â©faite de la pensÃ?Â©e,Alain Finkielkraut,1989,http://images.amazon.com/images/P/2070325091.01.LZZZZZZZ.jpg,185,3.88
1890208760,Two for Joy,Mary Reed,2001,http://images.amazon.com/images/P/1890208760.01.LZZZZZZZ.jpg,335,3.65
014034537X,Pigs Might Fly,Dick King-Smith,1990,http://images.amazon.com/images/P/014034537X.01.LZZZZZZZ.jpg,176,3.85
1555973124,War Memorials,Clint McCown,2000,http://images.amazon.com/images/P/1555973124.01.LZZZZZZZ.jpg,240,3.79
1556616465,The Mystery of Case D. Luc (Cul-De-Sac Kids),Beverly Lewis,1995,http://images.amazon.com/images/P/1556616465.01.LZZZZZZZ.jpg,80,3.91
082651328X,In Love With Life: Reflections on the Joy of Living and Why We Hate to Die (Vanderbilt Library of American Philosophy),John Lachs,1998,http://images.amazon.com/images/P/082651328X.01.LZZZZZZZ.jpg,128,3.0
192900107X,Granta 77: What We Think of America,Ian Jack,2002,http://images.amazon.com/images/P/192900107X.01.LZZZZZZZ.jpg,256,3.9
076790463X,Play Like a Man Win Like a Woman: What Men Know About Success That Women Need to Learn,Gail Evans,2001,http://images.amazon.com/images/P/076790463X.01.LZZZZZZZ.jpg,191,3.88
082173296X,Tempt Me With Kisses,Phoebe Conn,1991,http://images.amazon.com/images/P/082173296X.01.LZZZZZZZ.jpg,480,3.91
1890208426,One for Sorrow,Mary Reed,2000,http://images.amazon.com/images/P/1890208426.01.LZZZZZZZ.jpg,316,3.42
1575663120,French Quarter,Stella Cameron,1998,http://images.amazon.com/images/P/1575663120.01.LZZZZZZZ.jpg,380,3.62
082177008X,Devil May Care,Melanie George,2001,http://images.amazon.com/images/P/082177008X.01.LZZZZZZZ.jpg,335,3.51
019504620X,Broadway Anecdotes,Peter Hay,1990,http://images.amazon.com/images/P/019504620X.01.LZZZZZZZ.jpg,416,3.46
2290312169,Le Troqueur d'Ã?Â¢mes,Alfred Bester,2002,http://images.amazon.com/images/P/2290312169.01.LZZZZZZZ.jpg,220,3.61
1587150492,The Man Who Used the Universe,Alan Dean Foster,1999,http://images.amazon.com/images/P/1587150492.01.LZZZZZZZ.jpg,320,3.88
1551665468,Hourglass,Elizabeth Gage,1999,http://images.amazon.com/images/P/1551665468.01.LZZZZZZZ.jpg,298,3.7
158663240X,Horrors!: 365 Scary Stories,Stefan Dziemianowicz,2001,http://images.amazon.com/images/P/158663240X.01.LZZZZZZZ.jpg,752,3.97
067942069X,Felidae,Akif Pirincci,1993,http://images.amazon.com/images/P/067942069X.01.LZZZZZZZ.jpg,292,3.91
1582971420,Pocket Muse: Ideas and Inspirations for Writing,Monica Wood,2002,http://images.amazon.com/images/P/1582971420.01.LZZZZZZZ.jpg,77,4.01
039470391X,What Is History?,Edward Hallett Carr,1967,http://images.amazon.com/images/P/039470391X.01.LZZZZZZZ.jpg,209,3.9
2266092081,L'Espion Qui N'Existait Pas,Daniel Silva,2002,http://images.amazon.com/images/P/2266092081.01.LZZZZZZZ.jpg,571,4.24
2226021183,Tao Te King,Lao-tseu,1984,http://images.amazon.com/images/P/2226021183.01.LZZZZZZZ.jpg,182,4.3
2859405976,Le cavalier suÃ?Â©dois,Leo Perutz,2000,http://images.amazon.com/images/P/2859405976.01.LZZZZZZZ.jpg,272,4.13
006092683X,Fatherless America: Confronting Our Most Urgent Social Problem,David Blankenhorn,1996,http://images.amazon.com/images/P/006092683X.01.LZZZZZZZ.jpg,328,3.98
1584230703,The Medium is the Massage,Marshall McLuhan,2001,http://images.amazon.com/images/P/1584230703.01.LZZZZZZZ.jpg,160,3.94
1857881095,Management Masterclass: A Practical Guide to the New Realities of Business,Neil Glass,1998,http://images.amazon.com/images/P/1857881095.01.LZZZZZZZ.jpg,354,4.0
1841952893,A Father's Affair,Karel van Loon,2002,http://images.amazon.com/images/P/1841952893.01.LZZZZZZZ.jpg,199,3.31
1559276088,The Prometheus Deception,Robert Ludlum,2000,http://images.amazon.com/images/P/1559276088.01.LZZZZZZZ.jpg,0,3.7
1899712410,Where in the World Am I?: Mystery Geography Puzzles,Heather Dickson,1999,http://images.amazon.com/images/P/1899712410.01.LZZZZZZZ.jpg,96,0.0
077373323X,Smokescreen: One Man Against the Underworld,Paul William Roberts,2002,http://images.amazon.com/images/P/077373323X.01.LZZZZZZZ.jpg,360,3.5
155278312X,Canuck Chicks and Maple Leaf Mamas: Women of the Great White North : A Celecration of Canadian Women,Ann Douglas,2003,http://images.amazon.com/images/P/155278312X.01.LZZZZZZZ.jpg,300,2.93
1400041112,How to Breathe Underwater: Stories,JULIE ORRINGER,2003,http://images.amazon.com/images/P/1400041112.01.LZZZZZZZ.jpg,222,3.96
1400051290,The Sense of Being Stared At : And Other Unexplained Powers of the Human Mind,RUPERT SHELDRAKE,2004,http://images.amazon.com/images/P/1400051290.01.LZZZZZZZ.jpg,369,3.76
1864501987,Lonely Planet Baja California (Lonely Planet Baja and Los Cabos),Andrea Schulte-Peevers,2001,http://images.amazon.com/images/P/1864501987.01.LZZZZZZZ.jpg,320,4.0
1893554732,Mexifornia: A State of Becoming,Victor Davis Hanson,2003,http://images.amazon.com/images/P/1893554732.01.LZZZZZZZ.jpg,150,3.87
1566891272,Some of Her Friends That Year:  New and Selected Stories,Maxine Chernoff,2002,http://images.amazon.com/images/P/1566891272.01.LZZZZZZZ.jpg,360,3.9
069105018X,The Power of Ideas,Isaiah Berlin,2000,http://images.amazon.com/images/P/069105018X.01.LZZZZZZZ.jpg,256,4.11
157062934X,Imagery in Healing : Shamanism and Modern Medicine,JEANNE ACHTERBERG,2002,http://images.amazon.com/images/P/157062934X.01.LZZZZZZZ.jpg,253,4.19
037387183X,A Rich Man For Dry Creek (Love Inspired (Numbered)),Janet Tronstad,2002,http://images.amazon.com/images/P/037387183X.01.LZZZZZZZ.jpg,256,3.94
3442425298,Schindler's Liste,Thomas Keneally,1994,http://images.amazon.com/images/P/3442425298.01.LZZZZZZZ.jpg,345,4.35
1882926714,Aliens in America: The Strange Truth About Our Souls,Peter Augustine Lawler,2002,http://images.amazon.com/images/P/1882926714.01.LZZZZZZZ.jpg,298,3.64
1550549561,Necessary Betrayals: A Novel,Guillaume Vigneault,2003,http://images.amazon.com/images/P/1550549561.01.LZZZZZZZ.jpg,188,3.78
1569245762,Life-Changing Stories of Coming of Age,Thomas Dyja,2001,http://images.amazon.com/images/P/1569245762.01.LZZZZZZZ.jpg,320,3.8
067179552X,PERFECT,Judith McNaught,1993,http://images.amazon.com/images/P/067179552X.01.LZZZZZZZ.jpg,516,4.3
8486344816,Ante LA Ansiedad,Ramiro A. Calle,2002,http://images.amazon.com/images/P/8486344816.01.LZZZZZZZ.jpg,254,3.6
2070377024,Risibles amours,Milan Kundera,1986,http://images.amazon.com/images/P/2070377024.01.LZZZZZZZ.jpg,303,3.87
015657246X,Margins Of Reality: The Role of Consciousness in the Physical World,Brenda J. Dunne,1989,http://images.amazon.com/images/P/015657246X.01.LZZZZZZZ.jpg,432,4.12
1557780951,Kerouac and the Beats: A Primary Sourcebook,Arthur Knight,1988,http://images.amazon.com/images/P/1557780951.01.LZZZZZZZ.jpg,272,3.73
3822873934,Art at the Turn of the Millennium,Uta Grosenick,1999,http://images.amazon.com/images/P/3822873934.01.LZZZZZZZ.jpg,576,4.12
1883010918,Knitting on the Road,Nancy Bush,2001,http://images.amazon.com/images/P/1883010918.01.LZZZZZZZ.jpg,96,3.9
1570625476,One Taste,KEN WILBER,2000,http://images.amazon.com/images/P/1570625476.01.LZZZZZZZ.jpg,368,4.09
083480140X,On the Japanese Classics Conversations and Appreciations,Daisaku Ikeda,1979,http://images.amazon.com/images/P/083480140X.01.LZZZZZZZ.jpg,204,3.4
091005570X,Beyond Popcorn: A Critic's Guide to Looking at Films,Robert Glatzer,2001,http://images.amazon.com/images/P/091005570X.01.LZZZZZZZ.jpg,168,3.27
1581342764,You Are Mine,Max Lucado,2001,http://images.amazon.com/images/P/1581342764.01.LZZZZZZZ.jpg,31,4.52
088064060X,Felix Mendelssohn: A Life in Letters,Rudolf Elvers,1986,http://images.amazon.com/images/P/088064060X.01.LZZZZZZZ.jpg,334,0.0
007025706X,Time Journeys,Paul Halpern,1990,http://images.amazon.com/images/P/007025706X.01.LZZZZZZZ.jpg,153,4.0
014200202X,Casino Royale: A James Bond Novel,Ian Fleming,2002,http://images.amazon.com/images/P/014200202X.01.LZZZZZZZ.jpg,181,3.73
3407782187,Das war der Hirbel,Peter HÃ?Â¤rtling,2002,http://images.amazon.com/images/P/3407782187.01.LZZZZZZZ.jpg,68,3.21
031214380X,The Night Is Large: Collected Essays : 1938-1995,Martin Gardner,1996,http://images.amazon.com/images/P/031214380X.01.LZZZZZZZ.jpg,586,4.12
052524994X,China Boy,Gus Lee,1991,http://images.amazon.com/images/P/052524994X.01.LZZZZZZZ.jpg,322,3.66
068983134X,The Life History of a Star,Kelly Easton,2001,http://images.amazon.com/images/P/068983134X.01.LZZZZZZZ.jpg,200,3.42
8481301191,Los Extraordinarios Casos De Monsieur Dupin (Biblioteca El Mundo),Edgar Allan Poe,2002,http://images.amazon.com/images/P/8481301191.01.LZZZZZZZ.jpg,125,3.64
1557483892,Indy Girl (Heartsong No 22),Brenda Bancroft,1993,http://images.amazon.com/images/P/1557483892.01.LZZZZZZZ.jpg,186,3.0
039914501X,The Tower and the Hive (Rowan),Anne McCaffrey,1999,http://images.amazon.com/images/P/039914501X.01.LZZZZZZZ.jpg,302,3.96
038078341X,Almost Lost : The True Story of an Anonymous Teenager's Life on the Streets (Avon Flare Book),Beatrice Sparks,1996,http://images.amazon.com/images/P/038078341X.01.LZZZZZZZ.jpg,240,3.45
037361201X,Tower Of Terror (Gold Eagle Book),Pendle,1982,http://images.amazon.com/images/P/037361201X.01.LZZZZZZZ.jpg,187,3.49
3548253784,Die Chronik der Unsterblichen 03. Der Todesstoss. Roman.,Wolfgang Hohlbein,2002,http://images.amazon.com/images/P/3548253784.01.LZZZZZZZ.jpg,405,3.69
1564587193,Eyewitness Natural World,Steve Parker,1994,http://images.amazon.com/images/P/1564587193.01.LZZZZZZZ.jpg,192,4.3
2070382486,Tous les chats ne sont pas en peluche,Remo Forlani,1990,http://images.amazon.com/images/P/2070382486.01.LZZZZZZZ.jpg,345,4.5
2070513378,Les Contes Rouges Du Chat Perche,Marcel Ayme,2003,http://images.amazon.com/images/P/2070513378.01.LZZZZZZZ.jpg,222,3.85
1593070942,Hellboy: Seed of Destruction (Hellboy),Mike Mignola,2004,http://images.amazon.com/images/P/1593070942.01.LZZZZZZZ.jpg,128,4.12
1568984227,Designed by Peter Saville,Peter Saville,2003,http://images.amazon.com/images/P/1568984227.01.LZZZZZZZ.jpg,192,4.4
1558705600,Creative Wedding Florals You Can Make,Terry L. Rye,2000,http://images.amazon.com/images/P/1558705600.01.LZZZZZZZ.jpg,128,3.78
082177252X,The Next Best Bride: Once upon a Wedding (Once Upon a Wedding),Kelly McClymer,2002,http://images.amazon.com/images/P/082177252X.01.LZZZZZZZ.jpg,318,3.8
039475977X,Pages from a Cold Island (Vintage Contemporaries (Paperback)),Frederick. Exley,1988,http://images.amazon.com/images/P/039475977X.01.LZZZZZZZ.jpg,274,3.49
1562829858,When the Worst That Can Happen Already Has: Conquering Life's Most Difficult Times,Dennis Wholey,1992,http://images.amazon.com/images/P/1562829858.01.LZZZZZZZ.jpg,362,3.8
067945022X,Mister Satan's Apprentice: A Blues Memoir,Adam Gussow,1998,http://images.amazon.com/images/P/067945022X.01.LZZZZZZZ.jpg,402,3.99
015113216X,Blood Heat,Steve R. Pieczenik,1988,http://images.amazon.com/images/P/015113216X.01.LZZZZZZZ.jpg,348,3.67
1570713987,365 Ways to Raise Great Kids,Sheila Ellison,1998,http://images.amazon.com/images/P/1570713987.01.LZZZZZZZ.jpg,378,3.71
1895455855,Asian Cooking (Company's Coming),Jean Pare,2002,http://images.amazon.com/images/P/1895455855.01.LZZZZZZZ.jpg,160,3.5
1556524218,Yoga Made Easy,Howard Kent,2001,http://images.amazon.com/images/P/1556524218.01.LZZZZZZZ.jpg,160,3.0
1885173369,Wired to Death: A Mystery,Pamela Mitchell,1997,http://images.amazon.com/images/P/1885173369.01.LZZZZZZZ.jpg,218,2.0
1559580917,Encyclopedia of Natural Medicine,Michael T. Murray,1991,http://images.amazon.com/images/P/1559580917.01.LZZZZZZZ.jpg,640,4.33
1551662647,Impulse,Candace Camp,1997,http://images.amazon.com/images/P/1551662647.01.LZZZZZZZ.jpg,401,3.75
1885223943,She Is Born: A Celebration of Daughters,Virginia Kroll,2000,http://images.amazon.com/images/P/1885223943.01.LZZZZZZZ.jpg,32,3.92
1840460431,Introducing Evolutionary Psychology,Dylan Evans,2000,http://images.amazon.com/images/P/1840460431.01.LZZZZZZZ.jpg,176,3.83
1558176047,Sweet Forever,Becky Lee Weyrich,1992,http://images.amazon.com/images/P/1558176047.01.LZZZZZZZ.jpg,384,3.65
1578563321,A Love So Big: Anchoring Your Child to the Heart of God,Sheila Walsh,2002,http://images.amazon.com/images/P/1578563321.01.LZZZZZZZ.jpg,240,4.06
193151447X,Angelic Layer #1,Clamp,2002,http://images.amazon.com/images/P/193151447X.01.LZZZZZZZ.jpg,174,3.8
155868400X,Culture Shock!: Netherlands (Culture Shock Series),Hunt Janin,1998,http://images.amazon.com/images/P/155868400X.01.LZZZZZZZ.jpg,171,3.46
037303816X,His Pretend Wife (Romance),Lucy Gordon,2004,http://images.amazon.com/images/P/037303816X.01.LZZZZZZZ.jpg,192,3.08
037315996X,Her Secret Millionaire,Jodi Dawson,2003,http://images.amazon.com/images/P/037315996X.01.LZZZZZZZ.jpg,256,2.47
084231069X,Gate of His Enemies (Appomattox Saga #02),Gilbert Morris,1992,http://images.amazon.com/images/P/084231069X.01.LZZZZZZZ.jpg,337,4.04
1576734528,Fatal Defect : A Genetic Thriller,Jefferson Scott,1998,http://images.amazon.com/images/P/1576734528.01.LZZZZZZZ.jpg,345,3.85
9812101497,Language Policies and Language Education: The Impact in East Asian Countries in the Next Decade,Wah Kam Ho,2001,http://images.amazon.com/images/P/9812101497.01.LZZZZZZZ.jpg,360,0.0
1854591649,Medea (Drama Classics),Euripides,1995,http://images.amazon.com/images/P/1854591649.01.LZZZZZZZ.jpg,128,3.88
038513181X,People,Peter Spier,1980,http://images.amazon.com/images/P/038513181X.01.LZZZZZZZ.jpg,48,4.31
055319948X,The Matarese Circle,Robert Ludlum,1983,http://images.amazon.com/images/P/055319948X.01.LZZZZZZZ.jpg,544,4.04
1564586480,Ultimate Visual Dictionary (Ultimate Visual Dictionary),Dorling Kindersley Publishing,1994,http://images.amazon.com/images/P/1564586480.01.LZZZZZZZ.jpg,640,4.29
157322751X,Shakespeare: The Invention of the Human,Harold Bloom,1999,http://images.amazon.com/images/P/157322751X.01.LZZZZZZZ.jpg,745,4.02
076791385X,Setting Your Heart on Fire : Seven Invitations to Liberate Your Life,RAPHAEL CUSHNIR,2004,http://images.amazon.com/images/P/076791385X.01.LZZZZZZZ.jpg,272,3.84
1582432597,The Book of Sarahs:  A Family in Parts,Catherine E. McKinley,2002,http://images.amazon.com/images/P/1582432597.01.LZZZZZZZ.jpg,292,3.67
1885071337,Pocket Ref,Thomas J. Glover,2002,http://images.amazon.com/images/P/1885071337.01.LZZZZZZZ.jpg,768,4.47
1587170256,The Magic City,E. Nesbit,2000,http://images.amazon.com/images/P/1587170256.01.LZZZZZZZ.jpg,224,3.96
068485421X,In Search of Deep Time : Beyond the Fossil Record to a New History of Life,Henry Gee,1999,http://images.amazon.com/images/P/068485421X.01.LZZZZZZZ.jpg,267,3.99
034025307X,Asterix - Obelix &amp; Company (Asterix - Obelix &amp; Company),Rene De Goscinny,1980,http://images.amazon.com/images/P/034025307X.01.LZZZZZZZ.jpg,48,4.12
034027753X,Asterix in Belgium (Asterix in Belgium),Rene de Goscinny,1983,http://images.amazon.com/images/P/034027753X.01.LZZZZZZZ.jpg,48,4.08
034023301X,Asterix and Caesar's Gift (Asterix &amp; Caesar's Gilt),Rene de Goscinny,1983,http://images.amazon.com/images/P/034023301X.01.LZZZZZZZ.jpg,48,4.11
1563897628,Steampunk: Manimatron,Joe Kelly,2001,http://images.amazon.com/images/P/1563897628.01.LZZZZZZZ.jpg,166,3.45
1575665875,Lady of Sherwood,Jennifer Roberson,2000,http://images.amazon.com/images/P/1575665875.01.LZZZZZZZ.jpg,384,3.72
1857328604,Miller's Collectables Price Guide 1997-98 (Miller's Collectables Price Guide),Judith Miller,1997,http://images.amazon.com/images/P/1857328604.01.LZZZZZZZ.jpg,496,4.15
1900512807,The Pocket Philosopher: A Handbook of Aphorisms,Simon May,1999,http://images.amazon.com/images/P/1900512807.01.LZZZZZZZ.jpg,108,3.4
1878067842,Dharma Girl: A Road Trip Across the American Generations,Chelsea Cain,1996,http://images.amazon.com/images/P/1878067842.01.LZZZZZZZ.jpg,180,3.51
037376586X,The Bride Tamer (Desire),Ann Major,2004,http://images.amazon.com/images/P/037376586X.01.LZZZZZZZ.jpg,192,3.48
038530160X,Silver Kiss,Annette Curtis Klause,1990,http://images.amazon.com/images/P/038530160X.01.LZZZZZZZ.jpg,198,3.68
034537763X,Fallway,Paula E. Downing,1993,http://images.amazon.com/images/P/034537763X.01.LZZZZZZZ.jpg,242,3.6
002588591X,Millwrights and Mechanics Guide,Carl A.  Nelson,1989,http://images.amazon.com/images/P/002588591X.01.LZZZZZZZ.jpg,1040,4.0
3453198026,Auf ganzer Linie.,Keith Lowe,2001,http://images.amazon.com/images/P/3453198026.01.LZZZZZZZ.jpg,431,3.56
157856512X,Thorn in My Heart,LIZ CURTIS HIGGS,2003,http://images.amazon.com/images/P/157856512X.01.LZZZZZZZ.jpg,484,3.99
3442427991,Zaubermond.,Alice Hoffman,1994,http://images.amazon.com/images/P/3442427991.01.LZZZZZZZ.jpg,286,3.83
1572930594,Living Peacefully in a Stressful World: A Stategy for Replacing Stress With Peace,Ronald Hutchcraft,2000,http://images.amazon.com/images/P/1572930594.01.LZZZZZZZ.jpg,256,3.83
189466308X,At Last There is Nothing Left to Say,Matthew Good,2002,http://images.amazon.com/images/P/189466308X.01.LZZZZZZZ.jpg,180,3.96
1576735761,Who Put the Skunk in the Trunk? : Learning to Laugh When Life Stinks,Phil Callaway,1999,http://images.amazon.com/images/P/1576735761.01.LZZZZZZZ.jpg,224,4.15
3453164172,Foundation.,Isaac Asimov,2000,http://images.amazon.com/images/P/3453164172.01.LZZZZZZZ.jpg,904,4.41
1400076099,The Murder Room : A Novel (Vintage),P.D. JAMES,2004,http://images.amazon.com/images/P/1400076099.01.LZZZZZZZ.jpg,432,3.83
1841951994,The Hundred and Ninety-nine Steps,Michel Faber,2001,http://images.amazon.com/images/P/1841951994.01.LZZZZZZZ.jpg,122,3.35
088070697X,My Little Promise Bible,L.J. Sattgast,1995,http://images.amazon.com/images/P/088070697X.01.LZZZZZZZ.jpg,96,0.0
089109475X,Evangelism As a Life Style,Jim Petersen,1980,http://images.amazon.com/images/P/089109475X.01.LZZZZZZZ.jpg,144,4.29
1555662579,Squirrels at My Window: Life With a Remarkable Gang of Urban Squirrels,Grace Marmor Spruch,2000,http://images.amazon.com/images/P/1555662579.01.LZZZZZZZ.jpg,192,3.9
1590520327,Along Came Jones,Linda Windsor,2003,http://images.amazon.com/images/P/1590520327.01.LZZZZZZZ.jpg,320,3.89
1575841916,What Does Amy Want?: All About Shapes (Fisher-Price Little Tab Playbook),Barbara Shook,1997,http://images.amazon.com/images/P/1575841916.01.LZZZZZZZ.jpg,18,3.5
086112779X,I See Big &amp; Little,Ann Ricketts,1994,http://images.amazon.com/images/P/086112779X.01.LZZZZZZZ.jpg,20,4.0
1570829683,Night Time Mystery (Walt Disney's Winnie the Pooh &amp; His Friends),Mouse Works,1994,http://images.amazon.com/images/P/1570829683.01.LZZZZZZZ.jpg,10,3.8
080549040X,131 Christians Everyone Should Know (Holman Reference),Mark Galli,2000,http://images.amazon.com/images/P/080549040X.01.LZZZZZZZ.jpg,320,3.85
1841951900,Spitting Off Tall Buildings,Dan Fante,2002,http://images.amazon.com/images/P/1841951900.01.LZZZZZZZ.jpg,154,3.84
1590522273,Jumping in Sunset,Dawn Ringling,2003,http://images.amazon.com/images/P/1590522273.01.LZZZZZZZ.jpg,432,3.89
082543761X,Hammering at the Doors of Heaven (Fires of Faith Series/Christine Schneider),Christine C. Schneider,1998,http://images.amazon.com/images/P/082543761X.01.LZZZZZZZ.jpg,320,4.1
1873631677,From Scenes Like These,Gordon Williams,1996,http://images.amazon.com/images/P/1873631677.01.LZZZZZZZ.jpg,256,3.82
1558508015,The Everything Jewish Wedding Book: The complete guide to planning the ceremony and celebration-from traditional to contemporary-for the most important day of your life,Helen Latner,1997,http://images.amazon.com/images/P/1558508015.01.LZZZZZZZ.jpg,288,3.8
